DateTime,F100_PV,F100_SP,F102_PV,F102_SP,P101_PV,P105_PV,P200_PV,T201_PV,T210_PV,T211_PV,T212_PV,T213_PV,T214_PV,T215_PV,T216_PV,T217_PV,T218_PV,T219_PV,T220_PV,T221_PV,T222_PV,T223_PV,T224_PV,T225_PV,T226_PV,T301_PV,T400_ActSpValue,T400_Out,T400_PV,T400_TargetSp,wwResolution
2025-10-08 10:00:55.000,"35,0","35,0","0,0","0,0","0,6","0,0","0,0","-198,0","-176,2","-173,6","-171,4","-170,5","-167,1","-165,9","-163,4","-161,7","-159,8","-156,9","-154,4","-151,8","-148,6","-146,5","-143,5","-141,3","-137,5","-173,1","19,9","3,0","19,3","20,0",31515
2025-10-08 10:01:26.515,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","-193,5","-176,2","-173,6","-171,4","-170,5","-167,1","-165,9","-163,4","-162,3","-159,8","-156,9","-154,4","-152,4","-148,6","-146,5","-144,1","-141,9","-138,1","-148,8","19,9","5,5","19,3","20,0",31515
2025-10-08 10:01:58.030,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","-184,8","-176,2","-173,6","-171,4","-170,5","-167,1","-165,9","-163,4","-162,3","-159,8","-156,9","-154,4","-152,4","-148,6","-146,5","-144,1","-141,9","-138,1","-91,5","19,9","3,0","19,3","20,0",31515
2025-10-08 10:02:29.545,"12,5","12,5","0,0","0,0","0,2","0,2","0,0","-149,5","-175,6","-173,6","-171,4","-170,5","-167,1","-165,9","-163,4","-161,7","-159,8","-156,9","-154,4","-152,4","-148,6","-146,5","-144,1","-141,9","-137,5","-59,2","19,9","5,5","19,3","20,0",31515
2025-10-08 10:03:01.060,"12,5","12,5","7,5","7,5","0,5","0,5","0,1","-81,1","-119,6","-166,8","-170,2","-169,9","-166,5","-165,3","-162,8","-161,7","-159,8","-156,3","-154,4","-151,8","-148,6","-146,5","-143,5","-141,3","-137,5","-39,6","19,9","8,0","19,3","20,0",31515
2025-10-08 10:03:32.575,"12,5","12,5","7,5","7,5","0,3","0,3","0,0","-62,8","-93,0","-99,8","-116,8","-160,0","-165,8","-164,7","-162,8","-161,1","-159,2","-156,3","-153,8","-151,8","-148,0","-145,9","-143,5","-141,3","-136,9","-25,3","19,9","5,5","19,3","20,0",31515
2025-10-08 10:04:04.090,"12,5","12,5","7,5","7,5","0,5","0,4","0,0","-59,0","-91,6","-91,4","-92,0","-101,1","-119,3","-138,5","-160,8","-161,1","-158,6","-155,7","-153,8","-151,2","-148,0","-145,9","-143,5","-141,3","-136,9","-15,1","19,9","8,0","19,3","20,0",31515
2025-10-08 10:04:35.605,"12,5","12,5","7,5","7,5","0,4","0,3","0,0","-56,1","-91,0","-90,2","-90,2","-92,0","-94,0","-97,1","-104,6","-130,3","-146,2","-155,1","-153,2","-151,2","-147,4","-145,9","-142,9","-141,3","-136,9","-8,1","19,9","8,0","19,3","20,0",31515
2025-10-08 10:05:07.120,"12,5","12,5","7,5","7,5","0,3","0,3","0,0","-51,3","-91,0","-90,2","-89,6","-90,8","-90,2","-91,6","-92,3","-99,1","-102,3","-114,3","-133,2","-146,5","-147,4","-145,3","-142,9","-140,7","-136,9","-3,8","19,9","5,5","18,2","20,0",31515
2025-10-08 10:05:38.635,"12,5","12,5","7,5","7,5","0,5","0,4","0,0","-47,1","-91,0","-90,2","-89,6","-90,2","-89,6","-90,4","-90,5","-92,1","-93,0","-95,1","-101,5","-107,3","-116,4","-110,0","-137,6","-140,1","-136,3","-1,6","19,9","5,5","19,3","20,0",31515
2025-10-08 10:06:10.150,"12,5","12,5","7,5","7,5","0,5","0,4","0,1","-43,3","-89,8","-90,2","-89,6","-90,2","-89,6","-90,4","-89,9","-90,9","-91,1","-91,2","-93,5","-94,8","-96,7","-94,5","-105,1","-108,5","-112,5","0,6","19,9","8,0","19,3","20,0",31515
2025-10-08 10:06:41.665,"12,5","12,5","7,5","7,5","0,3","0,3","0,1","-39,6","-83,5","-90,2","-89,6","-90,2","-89,6","-90,4","-89,9","-90,3","-90,5","-90,6","-90,9","-91,5","-91,6","-91,1","-93,8","-95,0","-95,0","1,7","19,9","3,0","19,3","20,0",31515
2025-10-08 10:07:13.180,"12,5","12,5","7,5","7,5","0,4","0,4","0,1","-36,1","-74,1","-90,2","-89,6","-90,2","-89,6","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,8","-90,4","-90,7","-91,6","-91,6","3,9","19,9","3,0","19,3","20,0",31515
2025-10-08 10:07:44.695,"12,5","12,5","7,5","7,5","0,4","0,4","0,0","-33,1","-65,8","-89,6","-89,6","-90,2","-89,6","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,8","-89,8","-90,1","-90,4","-90,4","3,9","19,9","8,0","19,3","20,0",31515
2025-10-08 10:08:16.210,"12,5","12,5","7,5","7,5","0,5","0,5","0,1","-30,8","-58,5","-88,3","-89,6","-90,2","-89,6","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","5,0","19,9","5,5","19,3","20,0",31515
2025-10-08 10:08:47.725,"12,5","12,5","7,5","7,5","0,5","0,5","0,1","-28,5","-52,8","-83,8","-89,6","-90,2","-89,6","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","5,0","19,9","3,0","19,3","20,0",31515
2025-10-08 10:09:19.240,"12,5","12,5","7,5","7,5","0,4","0,3","0,1","-26,5","-47,5","-75,1","-89,6","-90,2","-89,6","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","6,1","19,9","3,0","19,3","20,0",31515
2025-10-08 10:09:50.755,"12,5","12,5","7,5","7,5","0,5","0,5","0,1","-24,4","-42,1","-66,2","-89,0","-90,2","-89,6","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","6,1","19,9","5,5","19,3","20,0",31515
2025-10-08 10:10:22.270,"12,5","12,5","7,5","7,5","0,5","0,4","0,1","-23,1","-38,2","-59,3","-88,3","-90,2","-89,6","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","6,1","19,9","5,5","19,3","20,0",31515
2025-10-08 10:10:53.785,"12,5","12,5","7,5","7,5","0,5","0,5","0,1","-21,3","-34,6","-53,3","-85,8","-90,2","-89,6","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","7,2","19,9","3,0","19,3","20,0",31515
2025-10-08 10:11:25.300,"12,5","12,5","7,5","7,5","0,5","0,5","0,0","-19,1","-31,6","-47,8","-79,2","-90,2","-89,6","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","7,2","19,9","5,5","19,3","20,0",31515
2025-10-08 10:11:56.815,"12,5","12,5","7,5","7,5","0,5","0,5","0,1","-17,4","-29,2","-42,5","-71,5","-89,6","-89,6","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","7,2","19,9","5,5","19,3","20,0",31515
2025-10-08 10:12:28.330,"12,5","12,5","7,5","7,5","0,6","0,5","0,1","-16,4","-26,8","-38,0","-63,6","-89,0","-89,6","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","7,2","19,9","3,0","19,3","20,0",31515
2025-10-08 10:12:59.845,"12,5","12,5","7,5","7,5","0,5","0,5","0,2","-14,9","-24,3","-33,6","-56,0","-87,2","-89,6","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","8,3","19,9","3,0","19,3","20,0",31515
2025-10-08 10:13:31.360,"12,5","12,5","7,5","7,5","0,4","0,4","0,0","-13,9","-21,9","-30,5","-49,2","-84,0","-89,6","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","8,3","19,9","5,5","19,3","20,0",31515
2025-10-08 10:14:02.875,"12,5","12,5","7,5","7,5","0,5","0,5","0,0","-12,1","-19,5","-27,3","-42,8","-78,8","-89,6","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","8,3","19,9","5,5","19,3","20,0",31515
2025-10-08 10:14:34.390,"12,5","12,5","7,5","7,5","0,5","0,5","0,0","-10,8","-18,2","-24,8","-38,1","-72,3","-89,0","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","8,3","19,9","3,0","19,3","20,0",31515
2025-10-08 10:15:05.905,"12,5","12,5","7,5","7,5","0,5","0,4","0,0","-9,4","-16,3","-22,4","-33,7","-64,8","-88,4","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","8,3","19,9","5,5","19,3","20,0",31515
2025-10-08 10:15:37.420,"12,5","12,5","7,5","7,5","0,5","0,5","0,0","-8,1","-14,5","-20,0","-30,1","-56,2","-86,6","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","8,3","19,9","5,5","19,3","20,0",31515
2025-10-08 10:16:08.935,"12,5","12,5","7,5","7,5","0,3","0,3","0,0","-7,1","-12,7","-18,2","-26,8","-49,3","-82,9","-90,4","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","9,4","19,9","3,0","19,3","20,0",31515
2025-10-08 10:16:40.450,"12,5","12,5","7,5","7,5","0,5","0,5","0,2","-5,8","-11,5","-15,8","-23,7","-43,4","-77,7","-89,8","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","9,4","19,9","3,0","19,3","20,0",31515
2025-10-08 10:17:11.965,"12,5","12,5","7,5","7,5","0,5","0,5","0,0","-4,8","-10,2","-14,0","-21,3","-37,7","-71,5","-89,2","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","9,4","19,9","5,5","19,3","20,0",31515
2025-10-08 10:17:43.480,"12,5","12,5","7,5","7,5","0,4","0,4","0,1","-3,8","-9,0","-12,8","-18,8","-33,4","-63,9","-88,6","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","9,4","19,9","3,0","19,3","20,0",31515
2025-10-08 10:18:14.995,"12,5","12,5","7,5","7,5","0,4","0,3","0,1","-3,1","-7,2","-11,0","-16,4","-29,7","-56,0","-86,2","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","9,4","19,9","3,0","19,3","20,0",31515
2025-10-08 10:18:46.510,"12,5","12,5","7,5","7,5","0,5","0,5","0,0","-2,1","-6,6","-9,8","-14,6","-26,0","-48,5","-82,2","-89,9","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","9,4","19,9","5,5","19,3","20,0",31515
2025-10-08 10:19:18.025,"12,5","12,5","7,5","7,5","0,4","0,3","0,1","-1,3","-5,4","-8,6","-12,8","-23,0","-41,3","-74,7","-89,3","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","9,4","19,9","3,0","19,3","20,0",31515
2025-10-08 10:19:49.540,"12,5","12,5","7,5","7,5","0,4","0,4","0,1","-0,4","-4,2","-6,8","-11,0","-19,8","-35,4","-65,6","-88,1","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","10,5","19,9","3,0","19,3","20,0",31515
2025-10-08 10:20:21.055,"12,5","12,5","7,5","7,5","0,5","0,4","0,1","0,2","-3,0","-5,6","-9,8","-17,3","-30,3","-56,0","-85,7","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","10,5","19,9","5,5","19,3","20,0",31515
2025-10-08 10:20:52.570,"12,5","12,5","7,5","7,5","0,4","0,4","0,1","1,1","-2,4","-5,0","-8,0","-15,5","-26,6","-47,4","-80,5","-90,3","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","10,5","19,9","5,5","19,3","20,0",31515
2025-10-08 10:21:24.085,"12,5","12,5","7,5","7,5","0,4","0,4","0,0","1,6","-1,3","-3,8","-6,8","-13,1","-22,8","-40,1","-73,1","-89,7","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","10,5","19,9","3,0","19,3","20,0",31515
2025-10-08 10:21:55.600,"12,5","12,5","7,5","7,5","0,5","0,4","0,1","2,4","-0,7","-2,6","-5,5","-11,3","-19,6","-33,7","-64,6","-88,5","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","10,5","19,9","5,5","19,3","20,0",31515
2025-10-08 10:22:27.115,"12,5","12,5","7,5","7,5","0,3","0,3","0,0","2,9","-0,1","-2,0","-4,3","-10,1","-17,1","-29,1","-55,6","-85,4","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","10,5","19,9","3,0","19,3","20,0",31515
2025-10-08 10:22:58.630,"12,5","12,5","7,5","7,5","0,5","0,5","0,0","3,7","1,0","-0,8","-3,8","-8,3","-14,7","-25,3","-46,6","-80,4","-90,5","-90,0","-90,3","-90,3","-89,2","-89,8","-89,5","-90,4","-90,4","10,5","19,9","3,0","19,3","20,0",31515
2025-10-08 10:23:30.145,"12,5","12,5","7,5","7,5","0,5","0,5","0,0","4,2","1,6","-0,2","-2,6","-7,0","-12,3","-21,6","-39,0","-73,8","-89,9","-90,0","-90,3","-90,3","-89,2","-89,8","-90,1","-90,4","-90,4","10,5","19,9","5,5","19,3","20,0",31515
2025-10-08 10:24:01.660,"12,5","12,5","7,5","7,5","0,5","0,5","0,0","4,9","2,2","0,3","-1,4","-5,8","-10,5","-18,6","-33,0","-65,0","-88,7","-90,0","-90,3","-90,3","-89,2","-89,8","-90,1","-90,4","-90,4","10,5","19,9","3,0","19,3","20,0",31515
2025-10-08 10:24:33.175,"12,5","12,5","7,5","7,5","0,4","0,4","0,0","5,4","2,8","0,9","-0,8","-4,6","-8,6","-16,2","-28,5","-57,1","-86,8","-90,0","-90,3","-90,3","-89,2","-89,8","-90,1","-90,4","-90,4","10,5","19,9","3,0","19,3","20,0",31515
2025-10-08 10:25:04.690,"12,5","12,5","7,5","7,5","0,6","0,6","0,1","5,9","3,4","2,1","-0,2","-3,4","-7,4","-13,8","-24,1","-49,1","-82,4","-90,0","-90,3","-90,3","-89,2","-89,8","-90,1","-90,4","-90,4","10,5","19,9","3,0","19,3","20,0",31515
